"","Solar","Eolica","Prevision_solar","Prevision_Viento","Carga_prevision","Carga_real","Precio_prevision","Precio_real"
"17729",3410,2586,3054,2644,34351,34880,53,61.61
"17730",3379,2728,2843,3080,34260,34727,52.49,67.76
"17731",3000,2830,2750,2943,33910,34294,51.06,77.95
"17732",2639,3139,2203,3114,33480,33754,50,82.73
"17733",1723,3762,1230,3493,33014,33208,50.1,80.36
"17734",746,4504,649,4221,33188,33519,51.76,78.56
"17735",412,4603,482,4770,32787,33046,51.21,78.05
"17736",348,4679,399,4483,30432,30749,50,73.04
"17737",622,5535,502,5449,26466,26679,47.25,66.19
"17738",575,5602,470,5590,24982,25178,44.5,61.48
"17739",468,5595,373,5593,23999,24095,41.3,58.87
"17740",396,5368,317,5430,23565,23729,40.16,56.8
"17741",231,5164,205,5214,23461,23539,39.74,55.84
"17742",112,4798,101,4943,23804,23864,40.16,61.18
"17743",94,4506,70,4560,25706,25583,44.5,73.09
"17744",102,4225,91,4344,27931,27699,49.69,83.74
"17745",386,3982,439,4080,29692,29156,51.73,85.93
"17746",1358,3488,1461,3760,31391,30972,52.25,90.18
"17747",3155,3390,3074,3377,32362,31788,51.48,92.48
"17748",4312,3638,4119,3559,33105,32606,51.72,92.51
"17749",4792,3711,4708,3722,33661,33368,52.49,92.83
"17750",4967,3832,4938,3772,33836,33688,52.97,86.97
"17751",5055,4349,5010,4185,32660,32796,51.48,86.17
"17752",4867,5180,4813,4920,31554,31744,49.47,84.24
"17753",4564,6031,4520,5699,31310,31459,47.4,82.74
"17754",4102,6925,4068,6677,31252,31430,45.65,88.39
"17755",3431,7896,3237,7611,30920,30997,44.5,94.53
"17756",2347,8595,2202,8306,30639,30577,44.57,93.83
"17757",1128,8764,1132,8814,31360,30866,49,90.48
"17758",705,9012,590,8799,32146,31754,49.48,82.37
"17759",656,8821,574,8929,29700,29437,43.15,78.81
"17760",642,8373,516,8610,27647,27444,38.68,73.94
"17761",52,3209,71,3218,23526,23790,50.82,66.64
"17762",50,2868,43,2993,22332,22473,47.4,62.12
"17763",49,2482,15,2652,21434,21526,44.68,59.38
"17764",48,2191,21,2221,20831,21044,44.58,57.07
"17765",48,2136,39,2055,20496,20651,44.53,55.2
"17766",48,2168,25,2139,20354,20589,44.51,58.42
"17767",48,2193,20,2214,20603,20878,44.53,64.92
"17768",51,2271,23,2272,21174,21318,44.68,76.47
"17769",75,2294,161,2284,21107,21441,44.68,82.63
"17770",563,2407,711,2319,22485,22811,50.01,83.2
"17771",1275,2453,1416,2423,23865,24314,53.32,84.68
"17772",2301,2514,2291,2475,24607,25050,54.52,83.22
"17773",3133,2650,2861,2642,24998,25398,54.15,81.46
"17774",3415,2744,3125,2869,25449,26034,53.65,79.02
"17775",3260,2787,3097,2751,25340,25790,51.97,77.96
"17776",2949,3170,3097,3022,24300,24686,50.25,74.29
"17777",2553,3333,2681,3346,23872,24022,48.85,73
"17778",1963,3357,2019,3402,23631,23845,47,76.81
"17779",1335,3253,1396,3283,23747,23901,46.13,83.44
"17780",652,3089,659,3174,24772,24800,51.07,85.13
"17781",276,3149,207,3103,27480,27613,59.09,85.39
"17782",186,3295,125,3232,27960,28173,60.21,80.79
"17783",85,3406,110,3410,26587,26868,58.08,77.44
"17784",56,3451,94,3486,24946,25179,53.47,69.19
"17785",74,5622,35,5429,24758,24594,50.07,64.7
"17786",65,5930,25,5859,23542,23449,48.47,61.54
"17787",60,6166,29,6035,22438,22498,44.69,57.28
"17788",59,6111,51,6141,22127,22025,41.89,57.23
"17789",35,5992,31,6000,21915,21562,41.39,55.91
"17790",33,5860,32,5912,21440,21405,39.82,57.79
"17791",34,5518,30,5708,21496,21451,40.32,64.5
"17792",34,5472,54,5435,21799,21734,41.12,77.42
"17793",425,5464,412,5457,21965,22264,41.39,85.79
"17794",1444,5427,1330,5366,23290,24041,45,86.79
"17795",2817,5611,2642,5479,24037,25137,45.89,88.47
"17796",3601,5738,3482,5689,24461,25488,46.61,88.64
"17797",3682,5572,3858,5713,24599,25554,48.4,88.32
"17798",3553,5426,3686,5409,25013,25816,46.6,87.07
"17799",3314,5498,3380,5403,25123,25439,43.4,87.49
"17800",2950,5435,2926,5426,24003,24297,41.34,86.36
"17801",2174,5240,2177,5318,23297,23553,41.34,86.85
"17802",890,5036,1206,5151,23541,23560,51.47,94.56
"17803",260,5003,425,5040,25503,25710,61.99,100.58
"17804",156,5377,150,5259,26617,27176,65.55,100.46
"17805",148,5832,112,5730,27794,27859,65.89,97.48
"17806",70,6011,52,6019,27718,27407,65.66,88.81
"17807",77,6319,31,6173,26242,26086,62.19,87.38
"17808",87,6631,30,6476,24629,24229,50.64,86.05
"17809",27,7593,16,7489,28611,28697,71.35,80.84
"17810",15,7559,24,7570,26622,26702,61.49,71.71
"17811",11,7671,18,7562,25463,25472,59.91,67.1
"17812",12,7971,7,7946,24995,24981,53.45,64.31
"17813",15,8556,2,8364,24896,24816,52.6,62.67
"17814",16,9296,6,9087,25597,25507,55.59,65.89
"17815",15,9816,6,9716,28244,28185,56.41,79.63
"17816",10,10216,25,10128,33526,32933,72.05,87.44
"17817",118,10864,183,10484,36053,35480,73.8,95.71
"17818",975,11033,927,11062,37067,36591,74.78,96.76
"17819",2052,10985,2005,11128,37619,37038,72.05,96.88
"17820",3037,11180,2896,11152,37430,36861,70.62,94.89
"17821",3419,11852,3291,11731,37033,36559,66.96,92.24
"17822",3389,12449,3295,12279,36710,36569,63.12,89.3
"17823",3122,12865,3179,12805,35539,35546,57.74,87.6
"17824",2643,12669,2781,12685,35053,35054,57.68,85.16
"17825",1999,12149,1876,12290,34997,34972,59.5,85.09
"17826",885,11014,882,11291,35918,35484,69.53,88.24
"17827",170,10524,186,10409,37749,37231,75.75,92.43
"17828",24,10709,135,10461,37691,37590,77.53,91.55
"17829",22,10482,17,10583,37741,37403,77.59,88.48
"17830",22,9997,9,10169,36732,36414,71.47,83
"17831",22,9384,10,9595,34392,34196,70.62,77.54
"17832",22,9080,9,9114,31388,31555,70.32,74.15
"17833",72,10651,16,10587,28115,27809,59.2,66.1
"17834",70,10984,5,10911,25948,25711,53.2,60.84
"17835",68,10779,6,10882,24663,24333,50.16,57.13
"17836",68,10624,10,10719,24115,23765,46.34,53.66
"17837",68,10812,11,10675,24015,23704,43.66,49.86
"17838",67,10905,11,10888,24669,24421,48.52,54.07
"17839",67,10608,10,10720,27193,27034,53.09,59.94
"17840",78,10253,13,10393,32031,31836,59.2,64.87
"17841",93,9630,83,9887,35050,34619,70.49,78.63
"17842",657,9456,576,9328,36451,35445,77.09,84.89
"17843",1753,9384,1395,9572,36815,36050,78.07,86.58
"17844",2792,9810,2319,9602,36567,35916,75.51,84.66
"17845",3374,10364,2822,10243,35938,35512,72.94,82.22
"17846",3407,10303,3214,10407,35592,35393,70.69,79.51
"17847",3261,10445,3102,10253,34278,34207,69.48,78.75
"17848",3182,10795,2819,10517,33631,33597,69.07,77.42
"17849",2641,10501,2218,10500,33324,33316,70.49,78.68
"17850",1394,9686,1276,9937,33794,33678,75.48,83.98
"17851",359,8892,380,8929,35858,35646,80.15,91.37
"17852",84,8292,183,8358,36977,36778,85,95.88
"17853",54,7614,26,7759,37026,36702,85,95.51
"17854",42,6989,19,6957,36162,36061,81.19,89.99
"17855",41,6237,10,6473,33745,33806,81.19,88.65
"17856",40,5801,10,5893,30766,31023,80,87.68
"17857",41,6041,10,5831,28370,28770,75,82.15
"17858",41,6308,10,6269,26243,26558,65.13,72.89
"17859",40,6523,10,6511,24577,25029,59.71,67.51
"17860",41,7039,10,6899,23746,24220,55.25,63.73
"17861",40,7123,9,7212,23363,23872,50.01,58.55
"17862",41,7499,9,7357,23355,23890,52.93,60.75
"17863",32,7961,10,7883,24062,24341,55.99,63.54
"17864",42,7785,19,7989,25876,25915,58.03,65.9
"17865",65,7555,101,7571,27521,27647,58.93,67.89
"17866",780,7271,769,7341,29886,30303,69.17,75.98
"17867",2080,7105,1885,7190,32027,32533,70.49,77.4
"17868",3171,7133,3106,7239,32434,32852,69.19,75.35
"17869",3801,7663,3834,7498,32013,32263,62.58,69.15
"17870",3886,8477,3845,8256,32074,32193,61.23,67.52
"17871",3768,9234,3596,9099,31425,31590,59.03,65.53
"17872",3476,9173,3158,9369,30316,30336,58.03,65.89
"17873",2886,9276,2625,9306,29587,29549,58.03,65.4
"17874",1579,8793,1450,8865,29822,29567,63.15,70.65
"17875",397,8464,466,8264,32283,31858,78.55,87.05
"17876",55,8397,177,8332,33740,33480,81.79,89.66
"17877",50,8465,30,8389,34237,34018,78,86.17
"17878",33,8565,11,8571,33795,33936,76.51,84.57
"17879",32,8297,10,8449,31943,32418,72.89,80.2
"17880",33,8072,10,8142,29550,30070,70.31,77.68
"17881",32,8191,13,7969,27116,27627,64.87,73.26
"17882",33,8260,11,8199,24871,25301,58.65,68.18
"17883",33,8124,10,8339,23173,23640,55.08,63.97
"17884",32,8031,10,8114,22312,22714,51.59,61.73
"17885",32,8149,10,8163,21920,22347,50,58.97
"17886",32,8474,10,8401,22001,22251,50,59.44
"17887",30,8658,11,8742,22458,22617,51,59.99
"17888",41,8890,22,8814,23415,23525,52.19,61.46
"17889",69,9266,98,8973,24078,24293,55.19,64.03
"17890",696,9308,682,9265,26259,26420,57.73,66.51
"17891",1786,9116,1656,9323,28526,28842,60.71,68.82
"17892",2836,8882,2818,9051,29404,29818,62.08,69.53
"17893",3380,9284,3462,9113,29242,29728,58.93,66.88
"17894",3419,9816,3560,9622,29527,30013,61.12,68.87
"17895",3249,10160,3353,10072,29546,29842,58.53,65.96
"17896",2961,10321,2942,10356,28280,28530,57.51,65.55
"17897",2354,10202,2221,10266,27585,27879,57.12,65.56
"17898",1142,9917,1322,9960,27688,27969,60.1,68.14
"17899",266,9678,489,9665,30371,30356,71.01,79.71
"17900",124,9444,93,9606,32370,32468,80,87.53
"17901",88,9387,61,9456,33827,33681,79.37,86.95
"17902",70,9633,43,9481,33889,33716,76.55,84.26
"17903",70,9848,36,9719,32374,32628,75.83,82.75
"17904",48,10027,24,9953,29611,29873,69.48,76.9
"17905",36,10283,18,10199,27043,27068,57.29,66.1
"17906",36,10356,14,10311,24853,24922,51.38,60.14
"17907",31,10692,11,10561,23608,23619,48.01,56.67
"17908",33,10936,10,10933,23035,23176,41.89,51.62
"17909",33,10939,11,10867,23041,22863,40.98,49.02
"17910",33,11029,10,11064,23810,23788,48.98,56.79
"17911",33,11048,11,11061,26798,27035,58.01,66.28
"17912",43,11155,22,11057,31922,32351,67.44,74.29
"17913",67,11159,85,11172,35621,36036,75.55,84.14
"17914",775,11071,697,11077,36662,37265,78.33,87.17
"17915",1918,10877,1654,10967,37455,37692,79.67,89.39
"17916",3026,10593,2725,10721,37355,37161,78.87,88
"17917",3630,11255,3551,10805,36877,36627,77.15,86.31
"17918",3677,11912,3760,11657,36603,36550,76.5,84.4
"17919",3489,12389,3558,12269,35369,35333,72.99,81.81
"17920",3201,12540,3153,12512,34766,34814,70.49,78.9
"17921",2628,12467,2424,12500,34641,34559,70.25,78.59
"17922",1499,12221,1258,12242,35056,34907,74.69,83.31
"17923",405,12082,426,12014,37075,36845,80.19,90.77
"17924",128,11960,77,11975,38509,38147,83.69,93.82
"17925",105,11833,40,11875,38788,38446,83.92,93.54
"17926",74,11719,36,11706,38074,37607,80,88.89
"17927",33,11793,12,11654,35130,34724,77.69,85.93
"17928",30,11875,16,11814,31723,31226,69.48,77.83
"17929",30,11876,14,11770,29289,28706,62.58,69.03
"17930",31,11871,8,11965,26899,26430,58.23,67.01
"17931",31,11760,15,11723,25509,25148,54.06,62.4
"17932",31,11874,9,11802,24967,24789,51,59.11
"17933",31,11777,9,11770,24766,24733,50.02,56.75
"17934",31,11950,10,11843,25465,25262,52.17,59.36
"17935",31,12178,10,12114,28160,27948,58.83,67.23
"17936",41,12241,13,12240,33301,32867,71.1,77.52
"17937",65,12163,84,12148,36788,36082,80.15,88.37
"17938",809,12436,663,12228,37831,37153,83,91.24
"17939",2008,12595,1571,12426,38498,37865,82.51,91.9
"17940",3065,13092,2609,12796,38378,37623,80.69,90.38
"17941",3454,13498,3441,13378,37922,37166,79.11,88.59
"17942",3542,13340,3842,13470,37635,36990,78.33,86.57
"17943",3580,13279,3602,13192,36345,35643,75.55,84.27
"17944",3399,13716,3174,13393,35839,35354,74.71,83.28
"17945",2805,13982,2550,13792,35739,35329,74.71,82.84
"17946",1430,13866,1363,13988,36293,35770,78.29,86.87
"17947",335,13284,348,13527,38274,37866,82.51,93.7
"17948",97,12932,63,12961,39577,39632,85.01,96.06
"17949",73,12769,30,12717,39744,39797,85.71,96.02
"17950",48,12328,21,12357,38913,38993,85,93.89
"17951",33,11937,10,12013,36099,36134,80,88.66
"17952",34,11901,5,11722,32467,32398,74.08,82.72
"17953",35,11629,11,11576,29272,29628,67.88,73.96
"17954",36,11398,10,11346,26935,27299,62.58,68.74
"17955",36,11122,11,11124,25609,25941,59.94,65.78
"17956",36,11011,11,10963,25148,25542,58.96,64.88
"17957",35,10935,10,10953,25007,25424,57.29,62.85
"17958",35,10671,10,10606,25660,26017,59.83,65.56
"17959",32,10668,11,10756,28369,28663,63.1,69.74
"17960",43,10317,31,10371,33409,33897,78.87,84.84
"17961",67,10122,178,9974,36902,37667,88.2,95.28
"17962",782,8994,830,9346,38002,39131,86.12,92.92
"17963",2071,8421,1942,8505,38920,39842,86.63,94.71
"17964",3146,8417,2891,8363,38893,39868,85,92.92
"17965",3438,8259,3555,8286,38530,39654,84,91.91
"17966",3311,8091,3756,8147,38555,39484,84.1,91.12
"17967",3101,7858,3450,7910,37349,38300,81.17,88.37
"17968",2844,7699,2870,7709,37029,37796,81,88.62
"17969",2277,7583,2134,7631,36916,37687,81.51,88.92
"17970",1224,7513,1108,7577,37414,38115,85.01,92.79
"17971",358,7528,352,7531,39380,39783,90,103.65
"17972",127,7858,81,7660,40867,40939,92.01,104.94
"17973",103,7745,15,7772,41035,41015,92.6,104.28
"17974",58,7441,24,7481,39898,39736,92.01,101.81
"17975",45,7354,10,7407,36690,36637,89.22,96.58
"17976",46,6934,9,7059,33094,33068,85,92.16
"17977",45,6685,10,6682,30199,30076,80.27,86.48
"17978",46,6450,10,6490,27689,27650,71.1,77.81
"17979",39,6274,10,6288,26233,26275,68.1,74.31
"17980",36,6585,10,6373,25772,25825,67.6,73.82
"17981",36,6603,10,6532,25621,25649,67.35,73.7
"17982",36,6536,10,6569,26223,26250,68.1,74.31
"17983",35,6377,10,6420,28856,28889,75.03,80.9
"17984",46,6220,11,6285,34117,33920,90,95.39
"17985",46,6141,73,6140,37913,37527,94,101.78
"17986",293,5956,485,6013,39077,38984,95,102.51
"17987",906,5461,1136,5714,39677,39986,94,102.77
"17988",1412,5204,1602,5273,39522,40295,93.88,103.51
"17989",1689,5590,1739,5447,39019,40133,93,101.24
"17990",1814,5797,1831,5869,38722,40065,92.73,99.81
"17991",1693,5750,1710,5824,37392,38851,94.01,100.95
"17992",1460,5944,1436,5872,36885,38297,92,99.14
"17993",1097,6227,1058,6265,36883,38119,91.03,98.58
"17994",509,6636,518,6502,37613,38594,92,100.52
"17995",90,7007,161,7013,39468,39898,94.22,106.03
"17996",38,7677,8,7373,40774,40916,95.11,107.12
"17997",38,7792,9,7907,40719,40900,94,104.82
"17998",27,7790,15,7978,39926,39880,89.19,98.94
"17999",26,7672,7,7805,37152,37090,85.46,94.07
"18000",27,7710,10,7714,33263,33495,81.75,91.93
"18001",24,7325,9,7576,30163,30667,79.56,87.66
"18002",25,7037,9,7187,27789,28269,70,79.83
"18003",26,6774,10,6908,26370,26817,67.47,77.18
"18004",24,6541,12,6668,25884,26223,67.1,76.69
"18005",25,6555,12,6565,25673,26095,67.1,76.97
"18006",27,6293,11,6415,26275,26604,67.88,78.27
"18007",27,6086,10,6040,28911,29318,75.51,84.71
"18008",30,5877,12,5922,34084,34257,90,96.29
"18009",32,5643,73,5843,37790,37500,94.69,105.11
"18010",153,5537,378,5528,39347,39114,97.5,106.87
"18011",543,5249,850,5428,40219,40006,97.47,107.49
"18012",935,5073,1263,5107,40283,40116,97.31,107.49
"18013",1208,4933,1327,5094,39787,39725,95.09,105.52
"18014",1313,4785,1319,4889,39545,39293,94.7,101.52
"18015",1171,4539,1183,4691,38093,37835,93.69,100.24
"18016",973,4215,973,4361,37571,37048,92.84,99.49
"18017",677,3999,599,4108,37201,36721,91.19,97.87
"18018",233,3737,246,3820,37417,36795,96.69,106.77
"18019",44,3659,50,3675,38870,38078,97.19,109.36
"18020",34,3805,7,3799,40050,39120,98.69,110.63
"18021",33,3906,9,3929,40106,38796,98.52,110.19
"18022",25,3687,10,3789,39011,37945,95.03,102.76
"18023",26,3255,10,3328,36402,35453,94.7,101.3
"18024",24,3137,10,3138,32981,32611,92.03,98.19
"18025",25,2942,10,3059,30215,30075,87.6,93.83
"18026",25,2824,11,2850,27963,27757,78.58,85.72
"18027",24,2833,11,2863,26123,25975,72.58,79.85
"18028",22,2781,14,2863,25316,25056,70.5,78.56
"18029",24,2746,15,2776,24907,24438,69.11,76.79
"18030",31,2789,20,2829,24766,24417,69.7,77.58
"18031",30,2690,15,2802,25378,24875,70,76.94
"18032",30,2461,16,2597,27062,26463,70.49,78.33
"18033",33,2319,92,2302,28824,28265,75.6,82.95
"18034",444,2475,471,2540,31597,31408,84,90.05
"18035",1355,2422,1060,2502,33893,34112,83.04,89.8
"18036",2008,2332,1497,2450,34238,34792,79.56,85.44
"18037",2391,2242,2045,2377,33640,34356,78.07,84.73
"18038",2607,2283,2306,2345,33577,34297,78.33,84.88
"18039",2527,2457,2237,2413,33064,33333,77.51,84.3
"18040",2264,2761,1980,2750,31829,31888,74.99,81.59
"18041",1912,3098,1437,3120,31045,31102,69.48,76.47
"18042",1074,3323,782,3245,31062,31028,74.2,81.53
"18043",252,4004,307,3877,33361,32638,90.43,100.55
"18044",42,4492,181,4408,34794,34090,92.1,102.04
"18045",37,5063,59,4922,35115,34712,90,97.58
"18046",26,5125,18,5290,34925,34569,90.6,98.27
"18047",26,5089,12,5180,33227,32963,86.75,93.72
"18048",26,5226,13,5263,31007,30681,83.08,90.51
"18049",26,4947,11,5147,27849,28200,79.28,87.51
"18050",22,4667,6,4777,25556,25768,72.1,81.67
"18051",16,4697,14,4689,23705,24031,66.44,74.72
"18052",16,4970,14,4971,22827,23079,63.16,71.82
"18053",15,5053,5,5075,22339,22580,60.29,68.55
"18054",16,5170,1,5124,22340,22696,60.1,68.22
"18055",16,5399,4,5402,22755,22997,60.71,68.7
"18056",26,5461,21,5434,23675,23847,61.23,68.78
"18057",32,5300,114,5394,24513,24524,65.1,72.32
"18058",468,5033,613,5213,26735,26586,69.02,77.22
"18059",1318,4667,1461,4783,29022,29169,72.69,79.47
"18060",2069,4556,2305,4555,29931,30246,75,81.64
"18061",2730,4741,2893,4713,29813,30251,75.19,81.39
"18062",2882,4935,3084,4832,30115,30627,69.48,76.14
"18063",2837,5487,3009,5296,30107,30482,66.34,73.2
"18064",2725,6057,2673,5665,28745,29252,63.95,70.85
"18065",2388,6296,2037,6325,28075,28638,62.52,70.61
"18066",1377,6033,1178,6240,28151,28435,67.33,74.52
"18067",354,5928,457,5942,30661,30547,85.38,93.86
"18068",100,6196,110,6185,32605,32702,92.12,100.39
"18069",70,6097,21,6114,33927,33840,92,100.04
"18070",56,6042,2,6169,33951,34178,86.35,94.27
"18071",63,5868,1,5928,32748,32866,85.1,92
"18072",58,5785,3,5725,30049,30048,78.87,86.23
"18073",54,5612,12,5636,27376,27029,68.84,76.94
"18074",54,5349,13,5385,25193,25071,65.31,73.71
"18075",51,5288,10,5272,23954,23793,61.88,68.54
"18076",52,5372,9,5336,23404,23347,60.4,67.61
"18077",51,5292,7,5259,23297,23349,60.29,66.85
"18078",54,5472,9,5422,24155,24201,63,69.66
"18079",56,5573,10,5538,27177,27475,79.11,86.21
"18080",65,5641,13,5669,32304,32669,95.01,99.81
"18081",78,5674,148,5635,35884,36248,93.69,100.29
"18082",608,5500,706,5621,37021,37560,95.1,101.59
"18083",1652,4953,1676,5223,37953,38449,95.1,102.79
"18084",2682,5050,2648,4937,37946,38306,93.21,101.15
"18085",3425,5227,3378,5178,37566,37793,91.69,100.03
"18086",3511,5510,3511,5465,37417,37568,92,98.29
"18087",3316,5732,3405,5684,36142,36288,88.93,95.7
"18088",3193,6084,3039,5984,35648,35863,85.1,91.63
"18089",2848,6255,2375,6191,35527,35490,84.37,90.95
"18090",1623,6103,1432,6162,35807,35626,88.74,95.84
"18091",467,6274,510,6091,37497,37127,93.51,103.26
"18092",186,6928,128,6651,38940,38869,97,109.85
"18093",146,6989,64,6949,39270,39168,97.67,109.72
"18094",105,7195,15,7153,38258,38115,90.76,98.95
"18095",97,7189,10,7236,35410,35277,86.2,93.73
"18096",95,7065,10,7038,31960,31761,85.5,93.23
"18097",94,6982,10,6978,29231,29169,86.83,93.56
"18098",94,6943,9,6947,26957,26829,77.51,84.18
"18099",94,6914,8,6940,25580,25568,70.1,76.68
"18100",92,6990,9,6958,25104,24972,69.69,76.51
"18101",92,7076,9,7058,24973,24922,69.09,75.72
"18102",96,7137,8,7193,25638,25463,70,76.54
"18103",95,7184,9,7263,28378,28208,78.87,86.45
"18104",102,7265,14,7246,33344,33259,95.01,100.02
"18105",126,7283,142,7244,36717,36556,95.01,101.75
"18106",899,7093,843,7229,37784,37739,95.69,101.89
"18107",2032,6327,1934,6673,38486,38374,95.69,103.09
"18108",3076,5718,3197,5841,38313,37969,95.01,102.63
"18109",3731,5491,3958,5357,37825,37271,93.6,101.64
"18110",3821,5312,4110,5306,37549,36802,93.69,100.05
"18111",3880,5562,3922,5408,36301,35641,89.01,95.79
"18112",3768,5768,3564,5734,35772,35021,85.1,92.14
"18113",3272,5727,2929,5787,35578,34652,84.08,90.6
"18114",1950,5437,1722,5685,35858,34742,90.69,97.53
"18115",559,5704,529,5513,37634,36554,96.5,108.46
"18116",199,6345,150,6114,39312,38643,98.61,110.16
"18117",139,6637,79,6566,39442,38998,99.1,110.16
"18118",113,6478,41,6537,38757,37982,96.3,103.69
"18119",95,6376,10,6324,35768,35193,93.71,100.76
"18120",92,6094,10,6176,32321,31729,90.74,97.56
"18121",94,5770,10,5749,29295,29068,97.7,103.11
"18122",93,5715,10,5599,27034,26858,85.03,91.2
"18123",93,5734,10,5714,25736,25638,79.11,85.5
"18124",92,5607,10,5671,25192,25118,76.8,83.31
"18125",92,5612,11,5575,25044,24948,75.18,81.23
"18126",91,5551,11,5583,25659,25603,76.1,82.36
"18127",88,5233,10,5377,28322,28437,80.1,85.56
"18128",98,5271,27,5223,33412,33611,94,99.07
"18129",148,5083,151,5216,36823,36926,98.01,104.48
"18130",1078,4535,983,4662,37867,38060,98.61,105.74
"18131",2311,3775,2053,3966,38425,38585,98.61,106.6
"18132",3391,3348,3159,3294,38216,38263,97.35,104.95
"18133",4019,3326,4104,3165,37678,37604,96.5,104.28
"18134",4074,3506,4263,3367,37399,37362,96,102.64
"18135",4018,3622,4017,3575,36203,36139,89.23,96.3
"18136",3855,3735,3655,3699,35575,35451,88,94.68
"18137",3338,3778,3027,3825,35370,35190,86.75,93.53
"18138",1920,3390,1869,3546,35655,35420,93.21,99.67
"18139",538,3475,559,3337,37221,37102,99.18,110.86
"18140",226,3811,90,3628,38976,39053,101.7,112.71
"18141",167,3552,51,3637,39362,39214,101.99,112.81
"18142",132,3457,48,3454,38387,38149,100.67,111.1
"18143",134,3605,42,3507,35693,35507,99.18,106.02
"18144",129,3814,42,3699,32227,32115,96.19,103.21
"18145",99,4103,13,4069,29302,29522,92.44,97.78
"18146",86,4182,13,4213,27039,27313,90,96.34
"18147",87,4356,15,4309,25731,26041,81.69,88.7
"18148",87,4521,9,4475,25206,25476,78.98,85.53
"18149",87,4554,10,4603,25063,25271,77.5,84.25
"18150",87,4639,10,4613,25626,25958,78,84.58
"18151",86,4762,10,4735,28341,28740,79.49,85.99
"18152",96,4760,10,4761,33365,33642,89.49,94.04
"18153",63,4839,106,4748,36675,36773,97.2,103.87
"18154",497,5184,563,5079,37816,37957,97.2,103.62
"18155",996,5106,1131,5170,38545,38636,94.1,102.29
"18156",1320,5260,1577,5206,38399,38473,90.2,98.48
"18157",1648,5380,1606,5450,37892,38122,89.23,97.31
"18158",1657,5963,1586,5818,37630,37866,88.8,95.43
"18159",1442,6431,1449,6312,36370,36553,86.33,93.52
"18160",1059,6524,1225,6637,35724,36146,84.98,92.37
"18161",573,6424,788,6504,35533,36119,84.98,92.13
"18162",173,6507,287,6554,35780,36543,88.1,95.29
"18163",40,6969,61,6601,37419,37885,91.19,104.5
"18164",38,8127,5,7642,39181,39252,93.89,106.24
"18165",37,8746,4,8717,39263,39243,95.05,104.13
"18166",24,9394,11,9136,38249,38144,90.2,98.72
"18167",23,9913,11,9796,35620,35466,88.1,95.42
"18168",22,10220,14,9963,32138,32174,81.98,89.25
"18169",22,10331,11,10307,29452,29537,69.49,74.69
"18170",22,10189,10,10135,27235,27250,64.95,71.33
"18171",24,10092,14,10080,25945,25869,63.2,68.66
"18172",23,9618,11,9943,25328,25236,60.71,66.66
"18173",23,9309,10,9469,25122,24997,60.49,66.14
"18174",22,9339,11,9318,25764,25608,62.95,68.66
"18175",21,9299,10,9233,28584,28248,64.5,71.54
"18176",29,9353,10,9352,33542,33033,79.11,84.63
"18177",37,9170,67,9154,36633,35985,87,94.04
"18178",222,8760,381,8894,37884,37267,91.25,101.2
"18179",531,8264,767,8304,38477,37990,90,101.25
"18180",763,8336,1006,8037,38373,38084,89.4,97.24
"18181",936,8276,1123,8374,37696,37803,82.87,91.73
"18182",1013,8283,1247,8233,37297,37631,79.56,86.76
"18183",1039,8305,1088,8251,35810,36232,77.28,85.01
"18184",1049,7826,981,8157,35026,35492,75.51,82.77
"18185",904,7712,871,7703,34647,35188,76.08,83.22
"18186",588,7781,478,7572,34666,35249,78.55,86.22
"18187",128,7833,110,7631,36100,36203,84.44,96.21
"18188",36,7782,9,7793,37763,37561,84.49,95.81
"18189",34,7951,24,7973,37580,37393,79.56,88.89
"18190",26,8226,14,8358,36757,36570,76.77,85.95
"18191",26,8443,11,8528,34434,34319,73.78,82.12
"18192",25,8730,10,8731,31620,31610,70.3,78.02
"18193",25,9287,11,9102,29406,29408,60.49,67.93
"18194",25,9945,11,9727,27187,27207,57.36,64.34
"18195",23,10209,11,10207,25505,25436,54,60.96
"18196",24,10464,10,10395,24625,24624,41.62,49.35
"18197",24,10207,9,10328,24128,24242,40.8,48.46
"18198",24,10658,9,10483,24108,24065,40.8,47.84
"18199",23,10318,10,10377,24729,24600,45.13,53.14
"18200",30,9995,12,10135,26298,26096,49.94,57.58
"18201",71,9185,117,9456,27873,27687,54.1,61.52
"18202",853,8471,703,8749,30622,30275,64.08,70.26
"18203",1991,8022,1555,8109,32899,32517,69.88,75.92
"18204",2976,7990,2293,7869,33266,32724,65.92,72.64
"18205",3497,8294,2971,8121,32709,32220,65,71.61
"18206",3404,8489,3172,8443,32651,31970,60.98,68.05
"18207",3061,8560,2919,8508,31920,31273,60.4,67.19
"18208",2629,8253,2535,8445,30642,30175,57.87,64.25
"18209",2031,7681,1805,7860,29846,29366,58.69,65.12
"18210",907,7032,903,7164,29751,29131,61.49,68.17
"18211",154,6568,243,6597,31725,30621,78.36,86.42
"18212",49,6570,87,6483,33383,32659,80,87.16
"18213",43,6825,22,6685,33978,33248,79.56,86.72
"18214",29,6703,11,6785,33791,33188,79.56,86.57
"18215",29,6495,10,6537,32128,31820,77.69,84.1
"18216",27,6322,10,6373,29951,29759,70.25,77.03
"18217",28,6289,10,6127,27331,27404,60.71,68.81
"18218",27,6416,10,6279,25123,25042,59.79,67.98
"18219",26,6367,9,6330,23371,23361,52.72,61.06
